"entity_id","MEDICATION"
"02354934","PMS-REPAGLINIDE (REPAGLINIDE 1.0MG)"
"00511234","TROMBOJECT 1% INJ 10MG/ML (SODIUM TETRADECYL SULFATE 10MG)"
"02296004","LOWPRIN 80 CHEWABLE TABLET (ACETYLSALICYLIC ACID 80MG)"
"02283395","SOMATULINE AUTOGEL (LANREOTIDE (LANREOTIDE ACETATE) 60MG)"
"00628204","NOVO-CLOPATE CAP 7.5MG (CLORAZEPATE DIPOTASSIUM 7.5MG)"
"02230206","PMS-CAPTOPRIL - TAB 100MG (CAPTOPRIL 100MG)"
"02230202","PMS-TRYPTOPHAN (TRYPTOPHAN 1G)"
"02230203","PMS-CAPTOPRIL - TAB  12.5MG (CAPTOPRIL 12.5MG)"
"02230204","PMS-CAPTOPRIL - TAB  25MG (CAPTOPRIL 25MG)"
"02365219","IRBESARTAN (IRBESARTAN 300MG)"
"02065614","DIAZEMULS (DIAZEPAM 5MG)"
"02230205","PMS-CAPTOPRIL - TAB  50MG (CAPTOPRIL 50MG)"
"02376555","CO CANDESARTAN (CANDESARTAN CILEXETIL 32MG)"
"02230201","NOVO-KETOROLAC - TAB 10MG (KETOROLAC TROMETHAMINE 10MG)"
"02239252","ENDURE 400 SCRUB-STAT 4 (CHLORHEXIDINE GLUCONATE 4%)"
"02231693","NOVO-CEFACLOR (CEFACLOR 500MG)"
"02346850","AGRIFLU (HAEMAGGLUTININ-STRAIN B 15µG, HAEMAGGLUTININ-STRAIN A(H3N2) 15µG, HAEMAGGLUTININ-STRAIN A(H1N1) 15µG)"
"02239250","ENDURE 200 (TRICLOSAN 1%)"
"02231691","NOVO-CEFACLOR (CEFACLOR 250MG)"
"02281139","DOM-BICALUTAMIDE (BICALUTAMIDE 50MG)"
"02339129","Q-METFORMIN (METFORMIN HYDROCHLORIDE 850MG)"
"02354926","PMS-REPAGLINIDE (REPAGLINIDE 0.5MG)"
"00629340","NOVO-PROFEN TAB 400MG (IBUPROFEN 400MG)"
"02315661","MINT-TOPIRAMATE (TOPIRAMATE 200MG)"
"02119803","SOLU-I.V. TIGES MONTEES CHD ALCOOL - STK (CHLORHEXIDINE GLUCONATE .5%, ISOPROPYL ALCOHOL 70%)"
"00637742","NOVO-LORAZEM TAB 1MG (LORAZEPAM 1MG)"
"02339528","AFINITOR (EVEROLIMUS 10MG)"
"02322633","ADRIEN GAGNON CHARBON ACTIVÉ/ACTIVATED CHARCOAL CAPSULES (CHARCOAL ACTIVATED 170MG)"
"02311941","LIP PLUMPING TREATMENT (OXYBENZONE 3.0%, OCTINOXATE 7.5%)"
"00703486","PMS-LACTULOSE SYR 667MG/ML (LACTULOSE 667MG)"
"01966154","NORFLEX (ORPHENADRINE CITRATE 100MG)"
"00657298","VASERETIC (HYDROCHLOROTHIAZIDE 25MG, ENALAPRIL SODIUM 8MG)"
"02269066","LUVERIS (LUTROPIN ALFA 75UNIT)"
"02300982","RIVA-LISINOPRIL (LISINOPRIL (LISINOPRIL DIHYDRATE) 10MG)"
"02278642","SANDOZ FAMCICLOVIR (FAMCICLOVIR 250MG)"
"00703494","PMS-DOCUSATE SODIUM CAP 100MG (DOCUSATE SODIUM 100MG)"
"01966162","NORFLEX (ORPHENADRINE CITRATE 30MG)"
"02370778","KIDS SUNSCREEN LOTION SPF 100 (AVOBENZONE 2.5%, OCTOCRYLENE 8.0%, OXYBENZONE 3.5%)"
"01945912","ANUSOL PLUS OINTMENT (PRAMOXINE HYDROCHLORIDE 1.0%, ZINC SULFATE 0.5%)"
"02317397","MINT-LISINOPRIL (LISINOPRIL (LISINOPRIL DIHYDRATE) 5MG)"
"00636622","PROZAC CAPSULES 20MG (FLUOXETINE (FLUOXETINE HYDROCHLORIDE) 20MG)"
"00637750","NOVO-LORAZEM TAB 2MG (LORAZEPAM 2MG)"
"02291037","APO-DILTIAZ TZ (DILTIAZEM HYDROCHLORIDE 120MG)"
"02269074","LIPIDIL EZ (FENOFIBRATE 48MG)"
"02310481","PRO-GABAPENTIN (GABAPENTIN 800MG)"
"02300990","RIVA-LISINOPRIL (LISINOPRIL (LISINOPRIL DIHYDRATE) 20MG)"
"02278634","SANDOZ FAMCICLOVIR (FAMCICLOVIR 125MG)"
"02311933","WITH 6 SPF SUNSCREEN UVA/UVB PROTECTION SELF TANNING ESSENTIAL BRONZE MILK (AVOBENZONE 2.0%, OCTINOXATE 6.0%)"
"02356678","TEVA-VALSARTAN (VALSARTAN 160MG)"
"02371499","PHARMA-D 10000 IU (VITAMIN D3 10000UNIT)"
"02184648","MYLAN-VALPROIC (VALPROIC ACID 250MG)"
"01945904","ANUSOL PLUS SUPPOSITORIES (PRAMOXINE HYDROCHLORIDE 20MG, ZINC SULFATE 10MG)"
"02339501","AFINITOR (EVEROLIMUS 5MG)"
"02278626","PHL-ONDANSETRON (ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE) 8MG)"
"02291045","APO-DILTIAZ TZ (DILTIAZEM HYDROCHLORIDE 180MG)"
"00637726","EUFLEX (FLUTAMIDE 250MG)"
"00593451","RATIO-CODEINE (CODEINE PHOSPHATE 30MG)"
"02269082","LIPIDIL EZ (FENOFIBRATE 145MG)"
"02300966","COPPERTONE CLEAR CONTINUOUS SPRAY SUNSCREEN SPF 50 (AVOBENZONE 3%, OXYBENZONE 6%, OCTISALATE 5%, HOMOSALATE 15%)"
"02269090","TRUSOPT     -(PRESERVATIVE-FREE FORMULATION) (DORZOLAMIDE (DORZOLAMIDE HYDROCHLORIDE) 2%)"
"02364107","SATIN SATISFACTION LIP COLOR/COLORE-LÈVRES (OCTINOXATE 7.0%)"
"02356686","TEVA-VALSARTAN (VALSARTAN 320MG)"
"02311968","OLANZAPINE (OLANZAPINE 2.5MG)"
"00441724","APO OXTRIPHYLLINE TAB 100MG (OXTRIPHYLLINE 100MG)"
"02322641","LIP MASSAGE (AVOBENZONE 3.0%, OCTOCRYLENE 2.7%, OXYBENZONE 2.5%, OCTINOXATE 7.5%)"
"00441732","APO OXTRIPHYLLINE TAB 200MG (OXTRIPHYLLINE 200MG)"
"00637734","PERSANTINE INJ 5MG/ML (DIPYRIDAMOLE 5MG)"
"01944444","TARO SONE LOT 0.05% (BETAMETHASONE (BETAMETHASONE DIPROPIONATE) .05%)"
"02300974","ZYM-SIMVASTATIN (SIMVASTATIN 80MG)"
"02278618","PHL-ONDANSETRON (ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE) 4MG)"
"02291053","APO-DILTIAZ TZ (DILTIAZEM HYDROCHLORIDE 240MG)"
"02356694","SANDOZ VALSARTAN HCT (VALSARTAN 80MG, HYDROCHLOROTHIAZIDE 12.5MG)"
"02370786","AVA-CARVEDILOL (CARVEDILOL 25MG)"
"02338033","SPF 15 SUNBURN PROTECTION LOTION (OXYBENZONE 2.0%, OCTISALATE 3.0%, OCTINOXATE 5.0%)"
"02269023","TARCEVA (ERLOTINIB (ERLOTINIB HYDROCHLORIDE) 150MG)"
"02236105","EPI WASH (CHLOROXYLENOL 0.25%)"
"02249782","PRAVASTATIN (PRAVASTATIN SODIUM 40MG)"
"02317362","PRO-QUETIAPINE (QUETIAPINE (QUETIAPINE FUMARATE) 200MG)"
"02311984","OLANZAPINE (OLANZAPINE 7.5MG)"
"01966197","TAMBOCOR (FLECAINIDE ACETATE 50MG)"
"02310457","PRO-GABAPENTIN (GABAPENTIN 300MG)"
"02276380","TRIPLE PROTECT FACE LOTION SPF 20 (OXYBENZONE 2%, ENSULIZOLE 1%, OCTINOXATE 6%)"
"02317370","PRO-QUETIAPINE (QUETIAPINE (QUETIAPINE FUMARATE) 300MG)"
"02083736","EXTRA STRENGTH COLD MEDICATION DAYTIME RELIEF (PSEUDOEPHEDRINE HYDROCHLORIDE 30MG, ACETAMINOPHEN 500MG, DEXTROMETHORPHAN HYDROBROMIDE 15MG)"
"02370735","AVA-CARVEDILOL (CARVEDILOL 3.125MG)"
"02338025","SPF 60 SUNSCREEN STICK (AVOBENZONE 3.0%, TITANIUM DIOXIDE 7.5%, OCTOCRYLENE 2.75%, OCTISALATE 5.0%)"
"02184680","EXOREX GEL 2 - EML-2% (COAL TAR 2%)"
"02020599","NU-TRIMIPRAMINE TAB 12.5MG (TRIMIPRAMINE (TRIMIPRAMINE MALEATE) 12.5MG)"
"02269031","RAN-METFORMIN (METFORMIN HYDROCHLORIDE 500MG)"
"02317354","PRO-QUETIAPINE (QUETIAPINE (QUETIAPINE FUMARATE) 100MG)"
"02249790","NEULASTA (PEGFILGRASTIM 10MG)"
"02323796","CHEST CONGESTION (GUAIFENESIN 100MG)"
"01979574","APO-GEMFIBROZIL CAP 300MG USP (GEMFIBROZIL 300MG)"
"02311976","OLANZAPINE (OLANZAPINE 5MG)"
"00874426","CETRIMIDE CREAM 0.5% (CETRIMONIUM BROMIDE .5%)"
"02310449","PRO-GABAPENTIN (GABAPENTIN 100MG)"
"01979582","APO-GEMFIBROZIL (GEMFIBROZIL 600MG)"
"02300958","RIVA-LISINOPRIL (LISINOPRIL (LISINOPRIL DIHYDRATE) 5MG)"
"01953877","NOVO-AZT CAP 100MG (ZIDOVUDINE 100MG)"
"00010332","ENTROPHEN 325MG TABLETS (ACETYLSALICYLIC ACID 325MG)"
"02184672","EXOREX GEL 1 - EML-1% (COAL TAR 1%)"
"02362813","GD-AMLODIPINE/ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 40MG, AMLODIPINE (AMLODIPINE BESYLATE) 10MG)"
"02310473","PRO-GABAPENTIN (GABAPENTIN 600MG)"
"02325713","CO OLANZAPINE (OLANZAPINE 20MG)"
"02370751","AVA-CARVEDILOL (CARVEDILOL 12.5MG)"
"00441767","SULFINPYRAZONE (SULFINPYRAZONE 200MG)"
"02300923","ZYM-SIMVASTATIN (SIMVASTATIN 20MG)"
"01923986","SOLARCAINE FIRST AID LIDOCAINE SPRAY (LIDOCAINE 0.5%)"
"02276364","ULTRA SHEER DRY-TOUCH SUNSCREEN SPF 55 (AVOBENZONE 3.0%, OCTOCRYLENE 2.8%, OXYBENZONE 6.0%, OCTISALATE 5.0%, HOMOSALATE 10.0%)"
"02328518","PMS-IRBESARTAN-HCTZ (IRBESARTAN 150MG, HYDROCHLOROTHIAZIDE 12.5MG)"
"00010340","ENTROPHEN ECT 650MG (ACETYLSALICYLIC ACID 650MG)"
"02300931","ZYM-SIMVASTATIN (SIMVASTATIN 40MG)"
"01976206","SENSORCAINE 0.5% WITH EPINEPHRINE (BUPIVACAINE HYDROCHLORIDE 5MG, EPINEPHRINE (EPINEPHRINE BITARTRATE) 5µG)"
"00441775","APO TRIAZIDE TAB (HYDROCHLOROTHIAZIDE 25MG, TRIAMTERENE 50MG)"
"02310465","PRO-GABAPENTIN (GABAPENTIN 400MG)"
"02362805","GD-AMLODIPINE/ATORVASTATIN (ATORVASTATIN (ATORVASTATIN CALCIUM) 20MG, AMLODIPINE (AMLODIPINE BESYLATE) 10MG)"
"02269058","RAN-METFORMIN (METFORMIN HYDROCHLORIDE 850MG)"
"02311992","OLANZAPINE (OLANZAPINE 10MG)"
"02370743","AVA-CARVEDILOL (CARVEDILOL 6.25MG)"
"02099373","CEPACOL MOUTHWASH/GARGLE (CETYLPYRIDINIUM CHLORIDE 0.5MG)"
"00619698","DOPAMINE HYDROCHLORIDE AND 5% DEXTROSE INJECTION USP (DEXTROSE 50MG, DOPAMINE HYDROCHLORIDE 1.6MG)"
"02025280","RISPERDAL (RISPERIDONE 1MG)"
"01981315","MAZON MEDICATED SHAMPOO (SALICYLIC ACID 1.8%, COAL TAR 0.5%, SULFUR 2.0%)"
"02036282","CORDARONE (AMIODARONE HYDROCHLORIDE 200MG)"
"02310414","OLAY PROFESSIONAL PRO-X AGE PROTECTION LOTION WITH SPF 30 (AVOBENZONE 3%, OCTOCRYLENE 2.25%, HOMOSALATE 8%, ENSULIZOLE 2%)"
"00875988","INFANT TEMPRA DROPS (ACETAMINOPHEN 80MG)"
"00497479","MEPERIDINE HCL INJECTION 100MG/ML (MEPERIDINE HYDROCHLORIDE 100MG)"
"02371421","AVA-BACLOFEN (BACLOFEN 20MG)"
"02060086","CRYSTAPEN 1 000 000 IU PWS (PENICILLIN G (PENICILLIN G SODIUM) 1000000UNIT)"
"02248691","ZEP COMMERCIAL ANTIBACTERIAL HAND SOAP LIQUID REFILL (TRICLOSAN 0.10%)"
"02361701","VIMOVO (NAPROXEN 375MG, ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE) 20MG)"
"02328526","PMS-IRBESARTAN-HCTZ (IRBESARTAN 300MG, HYDROCHLOROTHIAZIDE 12.5MG)"
"01908634","RHUME ET DE LA GRIPPE (PHENIRAMINE MALEATE 20MG, PHENYLEPHRINE HYDROCHLORIDE 10MG, VITAMIN C 50MG, ACETAMINOPHEN 325MG)"
"00039500","NORMOSOL R (SODIUM GLUCONATE 5.02MG, POTASSIUM CHLORIDE 0.37MG, SODIUM CHLORIDE 5.26MG, SODIUM ACETATE 2.22MG, MAGNESIUM CHLORIDE 0.14MG)"
"00497460","MEPERIDINE HCL INJECTION 75MG/ML (MEPERIDINE HYDROCHLORIDE 75MG)"
"02244726","APO-MEDROXY TABLETS (MEDROXYPROGESTERONE ACETATE 2.5MG)"
"02244727","APO-MEDROXY TABLETS (MEDROXYPROGESTERONE ACETATE 5MG)"
"02275287","RATIO AZITHROMYCIN (AZITHROMYCIN (AZITHROMYCIN MONOHYDRATE HEMIETHANOLATE) 250MG)"
"02244728","DILTIAZEM HYDROCHLORIDE INJECTION (DILTIAZEM HYDROCHLORIDE 5MG)"
"02371413","AVA-BACLOFEN (BACLOFEN 10MG)"
"02025299","RISPERDAL (RISPERIDONE 2MG)"
"00875996","DOUBLE STRENGTH CHILDREN'S TEMPRA SYRUP (ACETAMINOPHEN 160MG)"
"02099357","CEPACOL ANTISEPTIC LOZENGES (CETYLPYRIDINIUM CHLORIDE 1.4MG)"
"02328534","PMS-IRBESARTAN-HCTZ (IRBESARTAN 300MG, HYDROCHLOROTHIAZIDE 25MG)"
"02364174","ABSTRAL (FENTANYL (FENTANYL CITRATE) 100µG)"
"01908626","RHUME ET DE LA TOUX (PHENIRAMINE MALEATE 20MG, PHENYLEPHRINE HYDROCHLORIDE 10MG, DEXTROMETHORPHAN HYDROBROMIDE 30MG)"
"02339595","PIOGLITAZONE HYDROCHLORIDE TABLETS (PIOGLITAZONE (PIOGLITAZONE HYDROCHLORIDE) 45MG)"
"02275279","RATIO ALENDRONATE (ALENDRONIC ACID (ALENDRONATE SODIUM) 70MG)"
"00497495","PHENOBARBITAL SODIUM INJECTION 120MG/ML (PHENOBARBITAL SODIUM 120MG)"
"02130092","DOM-DESIPRAMINE TABLETS - 25MG (DESIPRAMINE HYDROCHLORIDE 25MG)"
"02371448","VICTRELIS TRIPLE (RIBAVIRIN 200MG, PEGINTERFERON ALFA-2B 80µG, BOCEPREVIR 200MG)"
"00636681","M.O.S.- 30 (MORPHINE HYDROCHLORIDE 30MG)"
"02364182","ABSTRAL (FENTANYL (FENTANYL CITRATE) 200µG)"
"02328542","COPPERTONE OIL FREE SPF 30 (AVOBENZONE 3.0%, OCTOCRYLENE 5.0%, OXYBENZONE 6.0%, OCTISALATE 5.0%, HOMOSALATE 13.0%)"
"02361728","VIMOVO (NAPROXEN 500MG, ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE) 20MG)"
"02310430","BOBBI BROWN SKIN FOUNDATION SPF 15 (TITANIUM DIOXIDE 1.0%, OCTINOXATE 7.5%)"
"02242471","DOSTINEX (CABERGOLINE 0.5MG)"
"02242470","CORVERT INJECTION (IBUTILIDE FUMARATE 0.1MG)"
"02242473","ATRIDOX (DOXYCYCLINE (DOXYCYCLINE HYCLATE) 44MG)"
"02242472","PMS-AMIODARONE (AMIODARONE HYDROCHLORIDE 200MG)"
"02339587","PIOGLITAZONE HYDROCHLORIDE TABLETS (PIOGLITAZONE (PIOGLITAZONE HYDROCHLORIDE) 30MG)"
"02026767","MYLAN-CLOBETASOL OINTMENT (CLOBETASOL PROPIONATE 0.05%)"
"02370700","PMS-RISPERIDONE ODT (RISPERIDONE 4MG)"
"00497487","PHENOBARBITAL SODIUM INJECTION 30MG/ML (PHENOBARBITAL SODIUM 30MG)"
"02310422","NOVO-BENZYDAMINE (BENZYDAMINE HYDROCHLORIDE 1.5MG)"
"02060094","CRYSTAPEN 5 000 000 IU PWS (PENICILLIN G (PENICILLIN G SODIUM) 5000000UNIT)"
"02281589","PHL-SIMVASTATIN (SIMVASTATIN 80MG)"
"02363062","RAN-VALSARTAN (VALSARTAN 40MG)"
"00468029","PENICILLINE V 300 TAB (PENICILLIN V POTASSIUM 500000UNIT)"
"02242480","RATIO-ZOPICLONE (ZOPICLONE 3.75MG)"
"02364190","ABSTRAL (FENTANYL (FENTANYL CITRATE) 300µG)"
"00703419","CARBOSYLANE (DIMETHICONE 45MG, CHARCOAL ACTIVATED 140MG)"
"02242484","MORPHINE SULFATE INJECTION USP (MORPHINE SULFATE 2MG)"
"00010383","SINTROM (ACENOCOUMAROL 1MG)"
"02242481","RATIO-ZOPICLONE (ZOPICLONE 7.5MG)"
"00042676","MAXITROL (DEXAMETHASONE 1MG, POLYMYXIN B SULFATE 6000UNIT, NEOMYCIN (NEOMYCIN SULFATE) 3.5MG)"
"01981307","MAZON MEDICATED CREAM (SALICYLIC ACID 1.8%, COAL TAR 0.55%, RESORCINOL 1.0%)"
"02242485","SANDOZ CORTIMYXIN (BACITRACIN (BACITRACIN ZINC) 400UNIT, POLYMYXIN B (POLYMYXIN B SULFATE) 10000UNIT, NEOMYCIN (NEOMYCIN SULFATE) 3.5MG, HYDROCORTISONE 10MG)"
"02371464","VICTRELIS TRIPLE (RIBAVIRIN 200MG, PEGINTERFERON ALFA-2B 120µG, BOCEPREVIR 200MG)"
"02025248","NOVOLIN GE 30/70 PENFILL (INSULIN ISOPHANE HUMAN BIOSYNTHETIC 70UNIT, INSULIN INJECTION HUMAN BIOSYNTHETIC 30UNIT)"
"00441708","APO METHAZIDE 15 (HYDROCHLOROTHIAZIDE 15MG, METHYLDOPA 250MG)"
"02281570","PHL-SIMVASTATIN (SIMVASTATIN 40MG)"
"00593435","RATIO-CODEINE (CODEINE PHOSPHATE 15MG)"
"02244757","TRIZIVIR (ABACAVIR (ABACAVIR SULFATE) 300MG, LAMIVUDINE 150MG, ZIDOVUDINE 300MG)"
"02244756","BIAXIN XL (CLARITHROMYCIN 500MG)"
"02023105","HOT LEMON RELIEF-EXTRA STRENGTH PCK-PWS (PHENIRAMINE MALEATE 20MG, PHENYLEPHRINE HYDROCHLORIDE 10MG, VITAMIN C 50MG, ACETAMINOPHEN 500MG)"
"00038016","MANNITOL 20% (MANNITOL 200MG)"
"00891819","DIFLUCAN TAB 100MG (FLUCONAZOLE 100MG)"
"02244754","DERMATONE (PADIMATE O 8%, OXYBENZONE 4%)"
"02333015","APO-OLANZAPINE (OLANZAPINE 20.0MG)"
"02235971","SANDOZ BETAXOLOL (BETAXOLOL (BETAXOLOL HYDROCHLORIDE) 0.5%)"
"00265500","ISOTAMINE SYR PEDIATRIC 50MG/5ML (ISONIAZID 10MG)"
"00010391","SINTROM (ACENOCOUMAROL 4MG)"
"02026783","ROBAXISAL CAPLETS (METHOCARBAMOL 400MG, ACETYLSALICYLIC ACID 325MG)"
"02371456","VICTRELIS TRIPLE (RIBAVIRIN 200MG, PEGINTERFERON ALFA-2B 100µG, BOCEPREVIR 200MG)"
"02322668","ONDANSETRON INJECTION, USP (ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE) 2.00MG)"
"00441716","APO METHAZIDE 25 (HYDROCHLOROTHIAZIDE 25MG, METHYLDOPA 250MG)"
"02244769","PMS-MOMETASONE (MOMETASONE FUROATE 0.1%)"
"02023113","HOT LEMON RELIEF  PCK-PWS (PHENIRAMINE MALEATE 20MG, PHENYLEPHRINE HYDROCHLORIDE 10MG, VITAMIN C 50MG, ACETAMINOPHEN 325MG)"
"02339552","OCEAN POTION INSTANT DRY SPF 60 MIST (AVOBENZONE 2%, OCTOCRYLENE 2%, OXYBENZONE 6%, OCTISALATE 5%, HOMOSALATE 15%)"
"01914022","UROCIT K SRT 540MG (POTASSIUM CITRATE 540MG)"
"00039551","DEXTROSE 5% IN LACTATED RINGERS (DEXTROSE 50.0MG, POTASSIUM CHLORIDE 0.3MG, SODIUM CHLORIDE 6.0MG, CALCIUM CHLORIDE 0.2MG, SODIUM LACTATE 3.1MG)"
"00038024","MANNITOL 25% (MANNITOL 250MG)"
"02281562","PHL-SIMVASTATIN (SIMVASTATIN 20MG)"
"00891800","DIFLUCAN TAB 50MG (FLUCONAZOLE 50MG)"
"02192764","NU-FLUOXETINE (FLUOXETINE (FLUOXETINE HYDROCHLORIDE) 20MG)"
"02356643","TEVA-VALSARTAN (VALSARTAN 40MG)"
"01914030","MESASAL (MESALAZINE 500MG)"
"02339544","KARTICAINE FORTE (ARTICAINE HYDROCHLORIDE 40MG, EPINEPHRINE BITARTRATE 0.018MG)"
"00040851","PMS-ASA (ACETYLSALICYLIC ACID 325MG)"
"02281554","PHL-SIMVASTATIN (SIMVASTATIN 10MG)"
"01905112","STIEVAMYCIN REGULAR (TRETINOIN 0.025%, ERYTHROMYCIN 4%)"
"00891835","DIFLUCAN INJ 2MG/ML (FLUCONAZOLE 2MG)"
"02356651","TEVA-VALSARTAN (VALSARTAN 80MG)"
"02181908","POLYDERM OINTMENT USP (BACITRACIN ZINC 500UNIT, POLYMYXIN B SULFATE 10000UNIT)"
"02281546","PHL-SIMVASTATIN (SIMVASTATIN 5MG)"
"02339536","KARTICAINE (ARTICAINE HYDROCHLORIDE 40MG, EPINEPHRINE BITARTRATE 0.009MG)"
"01916181","SANDOZ PREDNISOLONE (PREDNISOLONE ACETATE 0.12%)"
"02371472","VICTRELIS TRIPLE (RIBAVIRIN 200MG, PEGINTERFERON ALFA-2B 150µG, BOCEPREVIR 200MG)"
"02328593","SANDOZ MONTELUKAST TABLET (MONTELUKAST (MONTELUKAST SODIUM) 10MG)"
"02244680","FLOCTAFENINE (FLOCTAFENINE 200MG)"
"02328496","SANDOZ IRBESARTAN (IRBESARTAN 300MG)"
"02153513","ONCOTICE (BACILLUS CALMETTE-GUERIN (BCG) STRAIN TICE 800000000UNIT)"
"02242541","TEVA-DILTIAZEM CD (DILTIAZEM HYDROCHLORIDE 300MG)"
"02242540","TEVA-DILTIAZEM CD (DILTIAZEM HYDROCHLORIDE 240MG)"
"02248624","FASLODEX (FULVESTRANT 50MG)"
"02324210","GEMCITABINE FOR INJECTION (GEMCITABINE (GEMCITABINE HYDROCHLORIDE) 1G)"
"02130106","DOM-DESIPRAMINE TABLETS - 50MG (DESIPRAMINE HYDROCHLORIDE 50MG)"
"02248625","FOSAMAX (ALENDRONIC ACID (ALENDRONATE SODIUM TRIHYDRATE) 70MG)"
"02361779","AVON NATURALS BLACKBERRY & VANILLA ANTI-BACTERIAL HAND SOAP (TRICLOSAN 0.2%)"
"02244681","FLOCTAFENINE (FLOCTAFENINE 400MG)"
"02242542","OXYGEN USP (OXYGEN 99%)"
"02242547","ACID CONCENTRATE 2126 (DEXTROSE 90.0G, POTASSIUM CHLORIDE 13.42G, SODIUM CHLORIDE 263G, ACETIC ACID 10.8G, MAGNESIUM CHLORIDE 1.61G, CALCIUM CHLORIDE 6.24G)"
"02244689","MAALOX ANTACID WITH ANTI-GAS (SIMETHICONE 20MG, MAGNESIUM HYDROXIDE 200MG, ALUMINUM HYDROXIDE 200MG)"
"02220806","LUBRICATING NASAL GEL (PROPYLENE GLYCOL 20%, MACROGOL 15%)"
"02324202","GEMCITABINE FOR INJECTION (GEMCITABINE (GEMCITABINE HYDROCHLORIDE) 200MG)"
"02328488","SANDOZ IRBESARTAN (IRBESARTAN 150MG)"
"02237279","EFFEXOR XR (VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE) 37.5MG)"
"02153521","PENTASA ENEMA 1G/100ML (MESALAZINE 1G)"
"02248610","REYATAZ (ATAZANAVIR (ATAZANAVIR SULFATE) 150MG)"
"02248611","REYATAZ (ATAZANAVIR (ATAZANAVIR SULFATE) 200MG)"
"02361787","AVON NATURALS STRAWBERRY & GUAVA ANTI-BACTERIAL HAND SOAP (TRICLOSAN 0.2%)"
"00582301","DALACIN T 1% (CLINDAMYCIN (CLINDAMYCIN PHOSPHATE) 1%)"
"02244676","FORTOLIN (ACETAMINOPHEN 500MG)"
"02242532","OXYGEN USP (OXYGEN 99%)"
"02242531","FEMHRT (NORETHINDRONE ACETATE 1MG, ETHINYL ESTRADIOL 5µG)"
"02244673","TRILEPTAL ORAL SUSPENSION (OXCARBAZEPINE 60MG)"
"00306320","LEVATE (AMITRIPTYLINE HYDROCHLORIDE 25MG)"
"02277476","PRISMASOL 4 (SODIUM BICARBONATE 3.090G, POTASSIUM CHLORIDE 0.314G, SODIUM CHLORIDE 6.450G, MAGNESIUM CHLORIDE 2.033G, CALCIUM CHLORIDE 5.145G, LACTIC ACID 5.400G, DEXTROSE ANHYDROUS 22.00G)"
"02237280","EFFEXOR XR (VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE) 75MG)"
"02242539","TEVA-DILTIAZEM CD (DILTIAZEM HYDROCHLORIDE 180MG)"
"02242537","EXTRA-STRENGTH BISMUTH (BISMUTH SUBSALICYLATE 35MG)"
"02242538","TEVA-DILTIAZEM CD (DILTIAZEM HYDROCHLORIDE 120MG)"
"02248640","OCTREOTIDE ACETATE OMEGA 100MCG/ML (OCTREOTIDE (OCTREOTIDE ACETATE) 100µG)"
"02026805","ROBAXACET (METHOCARBAMOL 400MG, ACETAMINOPHEN 325MG)"
"02237245","FLOVENT DISKUS (FLUTICASONE PROPIONATE 100µG)"
"02237246","FLOVENT DISKUS (FLUTICASONE PROPIONATE 250µG)"
"02237247","FLOVENT DISKUS (FLUTICASONE PROPIONATE 500µG)"
"02244662","VICKS NYQUIL COUGH (DOXYLAMINE SUCCINATE 6.25MG, DEXTROMETHORPHAN HYDROBROMIDE 15MG)"
"02248645","ADVIL COLD AND SINUS PLUS (IBUPROFEN 200MG, PSEUDOEPHEDRINE HYDROCHLORIDE 30MG, CHLORPHENIRAMINE MALEATE 2MG)"
"02248646","EXTRA STRENGTH HEAD COLD AND SINUS (PSEUDOEPHEDRINE HYDROCHLORIDE 60MG, ACETAMINOPHEN 500MG)"
"02242521","MYLAN-SERTRALINE (SERTRALINE (SERTRALINE HYDROCHLORIDE) 100MG)"
"02237244","FLOVENT DISKUS (FLUTICASONE PROPIONATE 50µG)"
"02242520","MYLAN-SERTRALINE (SERTRALINE (SERTRALINE HYDROCHLORIDE) 50MG)"
"02248641","OCTREOTIDE ACETATE OMEGA 500MCG/ML (OCTREOTIDE (OCTREOTIDE ACETATE) 500µG)"
"02361795","ALEVE LIQUID GELS (NAPROXEN SODIUM 220MG)"
"02248642","OCTREOTIDE ACETATE OMEGA 200MCG/ML (OCTREOTIDE (OCTREOTIDE ACETATE) 200µG)"
"02363100","RAN-VALSARTAN (VALSARTAN 80MG)"
"02275309","RIVA AZITHROMYCIN (AZITHROMYCIN (AZITHROMYCIN MONOHYDRATE) 250MG)"
"00583421","NOVO-LEXIN TAB 500MG (CEPHALEXIN 500MG)"
"02242527","SANDOZ PROCTOMYXIN HC (DIBUCAINE HYDROCHLORIDE 5MG, ESCULIN 10MG, FRAMYCETIN SULFATE 10MG, HYDROCORTISONE 5MG)"
"02242528","SANDOZ PROCTOMYXIN HC SUPPOSITORIES (DIBUCAINE HYDROCHLORIDE 5MG, ESCULIN 10MG, FRAMYCETIN SULFATE 10MG, HYDROCORTISONE 5MG)"
